,Timestamp_Rounded,Open,High,Low,Close,Volume,Sentiment_Value,news_count
62,2019-01-01 01:24:00,3691.18,3691.94,3688.85,3688.85,9.63770947,0.0,0.0
63,2019-01-01 01:25:00,3691.49,3691.85,3691.49,3691.85,1.11360826,0.0,0.0
64,2019-01-01 01:26:00,3691.94,3691.94,3685.34,3689.74,2.22116298,0.0,0.0
65,2019-01-01 01:29:00,3691.65,3691.65,3691.65,3691.65,0.01765557,0.0,0.0
66,2019-01-01 01:30:00,3691.94,3698.26,3689.27,3698.26,8.36158589,0.0,0.0
67,2019-01-01 01:32:00,3693.35,3693.35,3693.35,3693.35,0.02565692,0.0,0.0
68,2019-01-01 01:35:00,3692.35,3692.35,3691.89,3691.89,1.30904255,0.0,0.0
69,2019-01-01 01:40:00,3689.35,3691.96,3689.35,3691.96,2.19040769,0.0,0.0
70,2019-01-01 01:41:00,3686.1,3686.1,3686.1,3686.1,0.05011972,0.0,0.0
71,2019-01-01 01:43:00,3684.48,3684.48,3684.48,3684.48,0.09844265,0.0,0.0
72,2019-01-01 01:44:00,3684.08,3684.08,3682.49,3682.49,1.47457862,1.0,1.0
73,2019-01-01 01:45:00,3682.52,3682.52,3676.13,3676.13,2.43442192,0.0,0.0
74,2019-01-01 01:46:00,3676.94,3676.94,3676.94,3676.94,1.24201005,0.0,0.0
75,2019-01-01 01:47:00,3678.16,3678.16,3678.16,3678.16,0.02271611,0.0,0.0
76,2019-01-01 01:48:00,3680.89,3680.89,3680.89,3680.89,0.161906,0.0,0.0
77,2019-01-01 01:49:00,3681.35,3685.36,3681.35,3681.58,9.63449406,0.0,0.0
78,2019-01-01 01:50:00,3681.18,3681.18,3681.07,3681.17,3.32844679,0.0,0.0
79,2019-01-01 01:51:00,3681.17,3681.17,3681.17,3681.17,0.2,0.0,0.0
80,2019-01-01 01:52:00,3681.17,3681.17,3681.17,3681.17,0.2,0.0,0.0
81,2019-01-01 01:53:00,3681.17,3681.17,3681.17,3681.17,0.01490032,0.0,0.0
82,2019-01-01 01:54:00,3681.18,3681.18,3676.26,3676.26,2.07069552,0.0,0.0
83,2019-01-01 01:55:00,3679.9,3679.9,3677.93,3677.93,4.71485402,0.0,0.0
84,2019-01-01 01:57:00,3680.75,3681.18,3680.75,3681.18,0.99987003,0.0,0.0
85,2019-01-01 01:58:00,3681.17,3681.18,3680.19,3681.18,1.1,0.0,0.0
86,2019-01-01 01:59:00,3681.18,3681.18,3681.18,3681.18,0.04529946,0.0,0.0
87,2019-01-01 02:00:00,3681.18,3681.18,3681.13,3681.18,2.02565375,0.0,0.0
88,2019-01-01 02:01:00,3681.18,3681.18,3681.18,3681.18,0.2960767,0.0,0.0
89,2019-01-01 02:02:00,3681.18,3681.18,3681.18,3681.18,0.27163000000000004,0.0,0.0
90,2019-01-01 02:03:00,3681.18,3681.18,3681.18,3681.18,0.77767669,0.0,0.0
91,2019-01-01 02:04:00,3681.18,3681.18,3681.18,3681.18,0.027165,0.0,0.0
92,2019-01-01 02:05:00,3681.17,3681.17,3681.17,3681.17,0.05542188,0.0,0.0
93,2019-01-01 02:06:00,3681.17,3681.18,3681.17,3681.18,5.88143088,0.0,0.0
94,2019-01-01 02:07:00,3681.18,3682.08,3681.18,3682.08,3.52001929,0.0,0.0
95,2019-01-01 02:08:00,3679.08,3679.08,3679.08,3679.08,2.9473,0.0,0.0
96,2019-01-01 02:09:00,3681.5,3682.59,3681.5,3682.59,1.69827104,0.0,0.0
97,2019-01-01 02:10:00,3683.29,3683.55,3679.9,3680.49,1.82118967,0.0,0.0
98,2019-01-01 02:14:00,3680.11,3681.21,3680.11,3681.21,0.307412,0.0,0.0
99,2019-01-01 02:15:00,3680.28,3680.28,3679.34,3680.06,3.62410278,0.0,0.0
100,2019-01-01 02:16:00,3679.77,3679.77,3679.77,3679.77,0.00554,0.0,0.0
101,2019-01-01 02:17:00,3679.58,3679.58,3679.58,3679.58,1.27603256,0.0,0.0
102,2019-01-01 02:18:00,3679.56,3682.41,3679.56,3682.41,2.01945159,0.0,0.0
103,2019-01-01 02:19:00,3681.86,3682.48,3679.64,3679.64,0.40249356,0.0,0.0
104,2019-01-01 02:20:00,3679.64,3682.61,3679.18,3681.12,2.45196542,0.0,0.0
105,2019-01-01 02:21:00,3681.83,3682.84,3681.83,3682.82,0.343122,0.0,0.0
106,2019-01-01 02:22:00,3682.82,3682.82,3680.03,3680.77,0.34498345,0.0,0.0
107,2019-01-01 02:23:00,3680.33,3682.23,3679.54,3682.23,1.27158778,0.0,0.0
108,2019-01-01 02:24:00,3680.99,3680.99,3680.99,3680.99,0.00630935,0.0,0.0
109,2019-01-01 02:25:00,3682.46,3682.46,3682.46,3682.46,0.18150364,0.0,0.0
110,2019-01-01 02:26:00,3679.34,3679.34,3678.17,3678.17,3.65686716,0.0,0.0
111,2019-01-01 02:27:00,3678.17,3678.61,3678.17,3678.61,2.489084,0.0,0.0
112,2019-01-01 02:28:00,3676.77,3676.77,3665.0,3675.1,40.99593696,0.0,0.0
113,2019-01-01 02:29:00,3675.24,3675.24,3675.24,3675.24,0.026,0.0,0.0
114,2019-01-01 02:30:00,3676.16,3678.84,3676.16,3678.1,0.9175739,0.0,0.0
115,2019-01-01 02:31:00,3675.67,3676.84,3675.67,3676.84,0.151098,0.0,0.0
116,2019-01-01 02:32:00,3674.77,3674.77,3674.77,3674.77,0.39561307,0.0,0.0
117,2019-01-01 02:33:00,3676.34,3676.7,3676.34,3676.37,2.64220112,0.0,0.0
118,2019-01-01 02:34:00,3675.32,3675.32,3675.32,3675.32,0.03740628,0.0,0.0
119,2019-01-01 02:35:00,3674.77,3681.37,3674.77,3677.13,13.55972472,0.0,0.0
120,2019-01-01 02:36:00,3676.94,3677.32,3676.94,3677.32,0.52046291,0.0,0.0
121,2019-01-01 02:37:00,3675.44,3675.57,3675.24,3675.24,0.5359323,0.0,0.0
122,2019-01-01 02:38:00,3676.4,3679.73,3676.4,3678.5,5.75489258,0.0,0.0
123,2019-01-01 02:39:00,3679.24,3679.24,3676.04,3677.13,0.92223492,0.0,0.0
124,2019-01-01 02:40:00,3677.78,3679.78,3677.78,3679.78,0.26250121,0.0,0.0
125,2019-01-01 02:41:00,3677.94,3677.94,3677.94,3677.94,0.00566849,0.0,0.0
126,2019-01-01 02:42:00,3678.8,3678.94,3677.1,3677.78,0.25496834,0.0,0.0
127,2019-01-01 02:43:00,3677.79,3677.79,3677.79,3677.79,0.54379841,0.0,0.0
128,2019-01-01 02:48:00,3674.24,3674.24,3674.24,3674.24,0.20662103,0.0,0.0
129,2019-01-01 02:52:00,3673.0,3673.0,3671.21,3671.21,0.9348409,0.0,0.0
130,2019-01-01 02:54:00,3674.06,3674.06,3674.06,3674.06,0.01883421,0.0,0.0
131,2019-01-01 02:55:00,3672.38,3676.55,3672.38,3676.55,0.59148594,0.0,0.0
132,2019-01-01 02:56:00,3674.31,3676.83,3674.31,3674.7,0.45038505,0.0,0.0
133,2019-01-01 02:57:00,3674.7,3674.7,3674.7,3674.7,0.45373464,0.0,0.0
134,2019-01-01 02:58:00,3678.24,3678.24,3678.24,3678.24,0.3,0.0,0.0
135,2019-01-01 03:00:00,3680.84,3680.84,3680.84,3680.84,0.40066272,0.0,0.0
136,2019-01-01 03:02:00,3679.16,3679.16,3679.16,3679.16,0.34811927,0.0,0.0
137,2019-01-01 03:06:00,3678.12,3678.12,3678.12,3678.12,0.29448819,0.0,0.0
138,2019-01-01 03:07:00,3679.16,3679.16,3678.16,3678.17,0.84708779,0.0,0.0
139,2019-01-01 03:09:00,3679.46,3679.46,3679.46,3679.46,0.05558287,0.0,0.0
140,2019-01-01 03:10:00,3681.08,3681.08,3681.08,3681.08,1.087523,0.0,0.0
141,2019-01-01 03:11:00,3680.07,3681.18,3680.07,3681.18,4.98049327,0.0,0.0
142,2019-01-01 03:12:00,3681.18,3681.18,3681.18,3681.18,23.22809753,0.0,0.0
143,2019-01-01 03:13:00,3681.18,3681.18,3680.7,3681.18,0.84042619,0.0,0.0
144,2019-01-01 03:14:00,3681.18,3681.18,3681.18,3681.18,9.31417516,0.0,0.0
145,2019-01-01 03:15:00,3681.18,3681.77,3681.18,3681.74,3.93051519,0.0,0.0
146,2019-01-01 03:16:00,3681.76,3681.76,3681.39,3681.39,1.49333848,0.0,0.0
147,2019-01-01 03:17:00,3681.77,3682.43,3681.25,3682.43,15.19640177,0.0,0.0
148,2019-01-01 03:18:00,3682.43,3685.49,3682.43,3683.05,3.78346087,0.0,0.0
149,2019-01-01 03:20:00,3682.74,3682.74,3682.74,3682.74,0.03883189,0.0,0.0
150,2019-01-01 03:21:00,3683.52,3683.72,3683.03,3683.03,8.21170956,0.0,0.0
151,2019-01-01 03:22:00,3682.74,3683.72,3681.63,3683.72,3.87365535,0.0,0.0
152,2019-01-01 03:23:00,3683.72,3683.72,3683.72,3683.72,0.27504719,0.0,0.0
153,2019-01-01 03:24:00,3683.3,3685.29,3683.3,3685.29,2.82816084,0.0,0.0
154,2019-01-01 03:25:00,3684.48,3684.48,3684.48,3684.48,0.38082698,0.0,0.0
155,2019-01-01 03:26:00,3684.49,3685.0,3684.49,3685.0,0.8685388,0.0,0.0
156,2019-01-01 03:27:00,3684.8,3684.8,3684.8,3684.8,0.19629681,0.0,0.0
157,2019-01-01 03:29:00,3684.42,3684.42,3684.42,3684.42,0.52232235,0.0,0.0
158,2019-01-01 03:30:00,3684.42,3684.42,3684.42,3684.42,2.00292918,0.0,0.0
159,2019-01-01 03:31:00,3684.42,3684.8,3682.62,3682.62,2.60557916,0.0,0.0
160,2019-01-01 03:32:00,3681.75,3683.14,3681.74,3682.07,3.92356375,0.0,0.0
161,2019-01-01 03:33:00,3681.74,3681.74,3681.39,3681.39,1.87404893,0.0,0.0
162,2019-01-01 03:34:00,3681.39,3682.06,3681.39,3682.06,2.06176639,0.0,0.0
163,2019-01-01 03:35:00,3682.06,3686.73,3681.39,3681.63,19.70745706,0.0,0.0
164,2019-01-01 03:36:00,3681.63,3681.63,3680.84,3681.35,4.01619137,0.0,0.0
165,2019-01-01 03:37:00,3681.35,3681.35,3681.35,3681.35,2.07174733,0.0,0.0
166,2019-01-01 03:38:00,3681.63,3681.63,3679.03,3680.89,5.93004161,0.0,0.0
167,2019-01-01 03:39:00,3680.89,3680.9,3680.5,3680.5,3.34776617,0.0,0.0
168,2019-01-01 03:40:00,3680.5,3683.16,3680.5,3683.02,2.20318957,0.0,0.0
169,2019-01-01 03:41:00,3681.13,3681.23,3681.13,3681.13,1.99265779,0.0,0.0
170,2019-01-01 03:42:00,3681.13,3683.1,3678.92,3680.1,3.04302883,0.0,0.0
171,2019-01-01 03:43:00,3680.1,3685.5,3680.1,3680.63,2.21484665,0.0,0.0
172,2019-01-01 03:44:00,3680.63,3682.78,3679.63,3679.63,2.08764829,0.0,0.0
173,2019-01-01 03:45:00,3679.63,3681.63,3679.63,3679.63,2.06644877,0.0,0.0
174,2019-01-01 03:46:00,3679.63,3682.33,3679.63,3679.63,1.99704906,0.0,0.0
175,2019-01-01 03:47:00,3679.63,3682.04,3678.16,3678.16,2.31606399,0.0,0.0
176,2019-01-01 03:48:00,3680.88,3684.44,3678.13,3678.87,9.24447223,0.0,0.0
177,2019-01-01 03:49:00,3679.0,3682.9,3678.87,3678.87,2.2151791000000003,0.0,0.0
178,2019-01-01 03:50:00,3678.87,3678.87,3678.13,3678.13,2.00350356,0.0,0.0
179,2019-01-01 03:51:00,3678.13,3683.09,3678.13,3683.09,2.16071208,0.0,0.0
180,2019-01-01 03:52:00,3678.13,3684.85,3678.13,3679.13,2.20593094,0.0,0.0
181,2019-01-01 03:53:00,3679.23,3680.23,3679.13,3680.23,2.09056215,0.0,0.0
182,2019-01-01 03:54:00,3680.23,3686.18,3680.23,3686.18,2.60221017,0.0,0.0
183,2019-01-01 03:55:00,3681.13,3681.23,3680.85,3680.85,2.1804666,0.0,0.0
184,2019-01-01 03:56:00,3680.85,3681.1,3680.85,3681.1,1.96137377,0.0,0.0
185,2019-01-01 03:57:00,3681.1,3685.98,3681.0,3681.0,2.56104196,0.0,0.0
186,2019-01-01 03:58:00,3685.72,3685.72,3681.0,3681.1,1.65223003,0.0,0.0
187,2019-01-01 03:59:00,3681.1,3685.1,3681.1,3681.1,2.01549145,0.0,0.0
188,2019-01-01 04:00:00,3681.1,3685.96,3681.1,3682.12,2.22210541,0.0,0.0
189,2019-01-01 04:01:00,3682.22,3685.28,3682.12,3682.12,2.92578705,0.0,0.0
190,2019-01-01 04:02:00,3682.18,3684.75,3682.12,3682.12,2.05102632,0.0,0.0
191,2019-01-01 04:03:00,3682.22,3685.13,3682.12,3684.36,2.87803823,0.0,0.0
192,2019-01-01 04:04:00,3684.36,3686.05,3682.12,3682.12,2.29019927,0.0,0.0
193,2019-01-01 04:05:00,3685.45,3687.04,3682.12,3682.12,5.36466027,0.0,0.0
194,2019-01-01 04:06:00,3684.61,3693.0,3682.3,3684.84,26.35101825,0.0,0.0
195,2019-01-01 04:07:00,3685.79,3690.61,3684.62,3684.62,11.53642672,0.0,0.0
196,2019-01-01 04:08:00,3686.04,3690.26,3684.72,3686.54,2.65382102,0.0,0.0
197,2019-01-01 04:09:00,3689.62,3691.09,3685.97,3686.38,3.42298486,0.0,0.0
198,2019-01-01 04:10:00,3696.35,3702.04,3690.74,3699.22,6.60656588,0.0,0.0
199,2019-01-01 04:11:00,3692.54,3692.54,3686.62,3686.62,1.40400506,0.0,0.0
200,2019-01-01 04:12:00,3686.62,3690.85,3686.62,3687.42,1.45461376,0.0,0.0
201,2019-01-01 04:13:00,3686.62,3687.21,3686.62,3686.62,1.95500149,0.0,0.0
202,2019-01-01 04:14:00,3686.63,3693.14,3686.62,3693.14,3.67908889,0.0,0.0
203,2019-01-01 04:15:00,3689.28,3693.1,3688.74,3688.74,2.0982808,0.0,0.0
204,2019-01-01 04:16:00,3688.74,3692.95,3688.74,3688.74,2.18218986,0.0,0.0
205,2019-01-01 04:17:00,3688.74,3693.28,3686.53,3688.18,2.73018851,0.0,0.0
206,2019-01-01 04:18:00,3688.4,3688.4,3687.62,3687.62,1.87804769,0.0,0.0
207,2019-01-01 04:19:00,3687.62,3688.0,3687.34,3687.34,2.00651466,0.0,0.0
208,2019-01-01 04:20:00,3687.34,3688.39,3687.34,3687.34,2.24770454,0.0,0.0
209,2019-01-01 04:21:00,3687.34,3687.34,3684.62,3684.62,2.01937285,0.0,0.0
210,2019-01-01 04:22:00,3684.74,3690.85,3684.74,3690.77,3.40058286,0.0,0.0
211,2019-01-01 04:23:00,3685.74,3685.74,3684.62,3684.62,2.08101288,0.0,0.0
212,2019-01-01 04:24:00,3681.0,3683.39,3681.0,3683.12,1.8599823,0.0,0.0
213,2019-01-01 04:25:00,3681.0,3685.97,3681.0,3681.1,2.61181284,0.0,0.0
214,2019-01-01 04:26:00,3688.0,3688.0,3682.62,3682.62,3.08392126,0.0,0.0
215,2019-01-01 04:27:00,3682.62,3686.89,3682.62,3682.62,2.19898992,0.0,0.0
216,2019-01-01 04:28:00,3682.62,3682.62,3682.12,3682.12,1.91378116,0.0,0.0
217,2019-01-01 04:29:00,3682.12,3682.12,3682.12,3682.12,1.44289912,0.0,0.0
218,2019-01-01 04:30:00,3682.12,3682.12,3682.12,3682.12,2.540963,0.0,0.0
219,2019-01-01 04:31:00,3682.12,3684.18,3682.12,3682.12,2.43273808,0.0,0.0
220,2019-01-01 04:32:00,3682.12,3687.18,3682.12,3682.12,5.04570673,0.0,0.0
221,2019-01-01 04:33:00,3682.12,3687.19,3682.12,3682.12,2.24909202,0.0,0.0
222,2019-01-01 04:34:00,3682.12,3682.22,3682.12,3682.12,2.17571995,0.0,0.0
223,2019-01-01 04:35:00,3682.16,3682.16,3682.12,3682.12,1.99931626,0.0,0.0
224,2019-01-01 04:36:00,3682.12,3682.12,3682.12,3682.12,2.0083401000000003,0.0,0.0
225,2019-01-01 04:37:00,3682.14,3684.42,3682.12,3682.22,2.06019467,0.0,0.0
226,2019-01-01 04:38:00,3682.22,3682.32,3682.12,3682.12,1.98958396,0.0,0.0
227,2019-01-01 04:39:00,3682.12,3682.12,3682.12,3682.12,1.38250769,0.0,0.0
228,2019-01-01 04:40:00,3682.12,3682.22,3682.12,3682.22,2.0133219,0.0,0.0
229,2019-01-01 04:41:00,3682.12,3682.12,3682.12,3682.12,2.47619569,0.0,0.0
230,2019-01-01 04:42:00,3681.63,3681.63,3681.13,3681.13,5.41247822,0.0,0.0
231,2019-01-01 04:43:00,3681.13,3683.49,3681.13,3681.13,1.44150514,0.0,0.0
232,2019-01-01 04:44:00,3681.13,3684.52,3681.0,3681.0,2.55880005,0.0,0.0
233,2019-01-01 04:45:00,3681.0,3683.44,3680.79,3680.79,2.64167796,0.0,0.0
234,2019-01-01 04:46:00,3680.69,3683.56,3680.13,3680.13,3.00698067,0.0,0.0
235,2019-01-01 04:47:00,3680.13,3683.23,3680.13,3680.13,6.20353096,0.0,0.0
236,2019-01-01 04:48:00,3680.13,3684.68,3680.13,3680.64,2.04702935,0.0,0.0
237,2019-01-01 04:49:00,3680.74,3685.6,3680.73,3680.73,2.31212608,0.0,0.0
238,2019-01-01 04:50:00,3681.52,3682.2,3681.52,3682.2,2.02783953,0.0,0.0
239,2019-01-01 04:51:00,3682.2,3684.45,3680.63,3680.63,4.8745696,0.0,0.0
240,2019-01-01 04:52:00,3680.63,3688.37,3680.63,3680.63,2.67966172,0.0,0.0
241,2019-01-01 04:53:00,3680.63,3683.69,3680.63,3681.0,2.48413264,0.0,0.0
242,2019-01-01 04:54:00,3681.0,3684.88,3681.0,3681.0,1.99359631,0.0,0.0
243,2019-01-01 04:55:00,3680.13,3681.91,3680.13,3680.13,2.36947371,0.0,0.0
244,2019-01-01 04:56:00,3681.49,3681.49,3680.13,3681.13,1.93866134,0.0,0.0
245,2019-01-01 04:57:00,3681.13,3683.57,3681.13,3681.23,2.14058054,0.0,0.0
246,2019-01-01 04:58:00,3683.96,3685.8,3682.01,3682.01,2.1436162,0.0,0.0
247,2019-01-01 04:59:00,3682.01,3683.23,3679.63,3679.73,2.19349328,0.0,0.0
248,2019-01-01 05:00:00,3683.23,3685.37,3679.63,3679.8,1.89961797,0.0,0.0
249,2019-01-01 05:01:00,3684.34,3685.26,3679.8,3680.37,2.12165563,0.0,0.0
250,2019-01-01 05:02:00,3680.37,3680.37,3679.8,3679.8,2.15657243,0.0,0.0
251,2019-01-01 05:03:00,3679.8,3684.47,3679.8,3679.8,0.89065018,0.0,0.0
252,2019-01-01 05:04:00,3682.0,3683.71,3682.0,3683.71,0.05646288,0.0,0.0
253,2019-01-01 05:05:00,3683.71,3683.71,3683.71,3683.71,0.033507,0.0,0.0
254,2019-01-01 05:07:00,3680.83,3680.83,3680.83,3680.83,0.1899854,0.0,0.0
255,2019-01-01 05:09:00,3683.71,3686.85,3683.71,3686.85,0.3512575,0.0,0.0
256,2019-01-01 05:12:00,3685.53,3686.85,3685.53,3686.85,0.24137478,0.0,0.0
257,2019-01-01 05:15:00,3685.02,3685.02,3685.02,3685.02,0.487236,0.0,0.0
258,2019-01-01 05:17:00,3688.0,3688.35,3687.6,3687.6,0.83079961,0.0,0.0
259,2019-01-01 05:20:00,3687.72,3688.64,3687.72,3687.72,2.0054368,0.0,0.0
260,2019-01-01 05:21:00,3689.56,3689.56,3689.56,3689.56,0.19684557,0.0,0.0
261,2019-01-01 05:22:00,3689.56,3692.19,3689.56,3692.19,3.05608168,0.0,0.0
262,2019-01-01 05:23:00,3692.65,3692.85,3692.65,3692.85,0.112702,0.0,0.0
263,2019-01-01 05:24:00,3691.4,3692.76,3688.01,3688.01,2.45603298,0.0,0.0
264,2019-01-01 05:25:00,3688.75,3690.22,3688.01,3688.01,2.00406018,0.0,0.0
265,2019-01-01 05:26:00,3686.72,3691.78,3686.72,3690.86,1.95127317,0.0,0.0
266,2019-01-01 05:27:00,3689.3,3690.86,3686.72,3686.72,2.82526914,0.0,0.0
267,2019-01-01 05:28:00,3686.72,3686.72,3686.72,3686.72,1.57359378,0.0,0.0
268,2019-01-01 05:29:00,3686.62,3690.85,3686.62,3686.62,2.21725729,0.0,0.0
269,2019-01-01 05:30:00,3686.0,3686.62,3686.0,3686.05,18.92989619,0.0,0.0
270,2019-01-01 05:31:00,3686.0,3686.0,3685.62,3685.62,1.55097749,0.0,0.0
271,2019-01-01 05:32:00,3685.32,3689.58,3685.32,3685.62,2.07990206,0.0,0.0
272,2019-01-01 05:33:00,3685.54,3689.58,3685.54,3689.58,2.10884896,0.0,0.0
273,2019-01-01 05:34:00,3686.02,3687.03,3686.0,3686.0,2.51404594,0.0,0.0
274,2019-01-01 05:35:00,3687.0,3690.51,3685.12,3685.12,30.65672915,0.0,0.0
275,2019-01-01 05:36:00,3689.45,3689.45,3685.12,3689.45,1.66465538,0.0,0.0
276,2019-01-01 05:37:00,3685.22,3685.22,3685.22,3685.22,2.68600714,0.0,0.0
277,2019-01-01 05:38:00,3689.12,3689.45,3685.12,3685.12,2.2649074,0.0,0.0
278,2019-01-01 05:39:00,3685.0,3688.94,3685.0,3685.0,2.22740297,0.0,0.0
279,2019-01-01 05:40:00,3689.06,3689.06,3685.0,3685.0,1.43946829,0.0,0.0
280,2019-01-01 05:41:00,3685.0,3685.0,3684.12,3684.12,2.50255027,0.0,0.0
281,2019-01-01 05:42:00,3684.12,3689.35,3684.12,3684.12,2.0459299,0.0,0.0
282,2019-01-01 05:43:00,3684.12,3688.36,3683.12,3683.12,2.79919149,0.0,0.0
283,2019-01-01 05:44:00,3683.12,3689.26,3683.12,3683.12,1.73989245,0.0,0.0
