,Open,High,Low,Close,Volume,Time,Date
3690269,3785.92,3788.7,3784.45,3785.18,32.71912613,12:13:00,2019-01-10
3690270,3785.18,3786.9,3783.61,3783.61,8.06910956,12:14:00,2019-01-10
3690271,3785.19,3786.16,3785.19,3786.16,1.06045193,12:15:00,2019-01-10
3690272,3783.42,3790.0,3783.42,3786.02,34.40276542,12:16:00,2019-01-10
3690273,3789.46,3789.46,3786.9,3786.9,0.33340393,12:17:00,2019-01-10
3690274,3786.6,3788.2,3780.71,3780.71,2.1200422000000003,12:18:00,2019-01-10
3690275,3780.71,3783.4,3780.71,3782.83,0.52593531,12:19:00,2019-01-10
3690276,3782.83,3782.83,3778.94,3779.91,1.12025206,12:20:00,2019-01-10
3690277,3781.47,3781.47,3776.71,3777.82,1.76510937,12:21:00,2019-01-10
3690278,3776.79,3778.74,3776.79,3777.7,5.2238375,12:22:00,2019-01-10
3690279,3779.44,3781.19,3777.61,3781.19,0.64106608,12:23:00,2019-01-10
3690280,3780.32,3780.32,3778.33,3778.38,0.48141676,12:24:00,2019-01-10
3690281,3778.7,3778.7,3778.7,3778.7,0.01735364,12:25:00,2019-01-10
3690282,3778.64,3779.97,3778.57,3779.17,0.71165177,12:26:00,2019-01-10
3690283,3780.02,3780.02,3777.61,3778.06,1.40097529,12:27:00,2019-01-10
3690284,3778.95,3779.03,3778.01,3778.22,1.08582712,12:28:00,2019-01-10
3690285,3779.89,3779.89,3779.89,3779.89,0.48034698,12:29:00,2019-01-10
3690286,3779.89,3779.9,3778.9,3779.65,3.96902498,12:30:00,2019-01-10
3690287,3781.09,3781.39,3781.09,3781.09,1.49099464,12:31:00,2019-01-10
3690288,3781.65,3782.46,3781.44,3781.97,11.32195839,12:32:00,2019-01-10
3690289,3782.98,3783.47,3782.45,3783.4,4.68621551,12:33:00,2019-01-10
3690290,3781.98,3783.4,3780.74,3780.74,1.27308916,12:34:00,2019-01-10
3690291,3781.41,3783.0,3779.7,3779.7,6.2258905,12:35:00,2019-01-10
3690292,3781.68,3781.68,3781.12,3781.12,2.77811456,12:36:00,2019-01-10
3690293,3783.0,3783.4,3779.19,3780.0,6.62004492,12:37:00,2019-01-10
3690294,3779.64,3781.37,3779.28,3780.0,1.33339223,12:38:00,2019-01-10
3690295,3781.37,3783.4,3781.14,3783.4,0.25813403,12:39:00,2019-01-10
3690296,3783.3,3783.49,3781.77,3781.77,2.33313728,12:40:00,2019-01-10
3690297,3783.0,3783.46,3781.66,3781.66,2.34727716,12:41:00,2019-01-10
3690298,3783.46,3783.7,3781.27,3782.12,2.68322206,12:42:00,2019-01-10
3690299,3782.6,3783.09,3781.78,3783.09,0.570409,12:43:00,2019-01-10
3690300,3781.25,3781.25,3781.25,3781.25,1.25833869,12:44:00,2019-01-10
3690301,3781.71,3783.4,3781.71,3783.4,0.53163134,12:45:00,2019-01-10
3690302,3779.47,3782.2,3779.31,3782.2,2.35840631,12:46:00,2019-01-10
3690303,3779.1,3781.59,3778.85,3779.01,7.06919905,12:47:00,2019-01-10
3690304,3779.01,3781.08,3779.0,3779.0,28.8734928,12:48:00,2019-01-10
3690305,3779.0,3782.15,3779.0,3782.15,9.72492929,12:49:00,2019-01-10
3690306,3777.1,3781.85,3777.1,3780.37,5.05375374,12:50:00,2019-01-10
3690307,3781.84,3782.61,3779.11,3782.49,11.94551019,12:51:00,2019-01-10
3690308,3783.08,3783.09,3775.27,3775.27,2.95777678,12:52:00,2019-01-10
3690309,3775.27,3778.97,3773.22,3773.22,11.56590078,12:53:00,2019-01-10
3690310,3775.41,3780.0,3775.41,3780.0,50.0,12:54:00,2019-01-10
3690311,3779.31,3780.32,3779.31,3780.32,17.26447687,12:55:00,2019-01-10
3690312,3780.0,3780.32,3774.51,3774.51,33.95651613,12:56:00,2019-01-10
3690313,3781.87,3785.0,3780.13,3780.13,13.70187216,12:57:00,2019-01-10
3690314,3782.95,3782.95,3781.82,3782.9,1.19178509,12:58:00,2019-01-10
3690315,3781.14,3782.4,3781.14,3781.89,4.51832863,12:59:00,2019-01-10
3690316,3782.4,3782.4,3781.89,3781.89,2.20550375,13:00:00,2019-01-10
3690317,3781.89,3781.89,3780.21,3780.21,1.36981857,13:01:00,2019-01-10
3690318,3781.0,3781.0,3778.41,3778.41,1.11594566,13:02:00,2019-01-10
3690319,3778.41,3778.41,3768.28,3769.77,23.38855327,13:03:00,2019-01-10
3690320,3770.61,3777.89,3770.61,3777.44,2.32294114,13:04:00,2019-01-10
3690321,3780.0,3781.0,3779.99,3779.99,4.21342125,13:05:00,2019-01-10
3690322,3779.19,3779.19,3776.89,3776.89,3.21111305,13:06:00,2019-01-10
3690323,3778.39,3782.0,3778.39,3780.0,4.43430308,13:07:00,2019-01-10
3690324,3779.13,3780.27,3777.61,3777.61,10.99670348,13:08:00,2019-01-10
3690325,3778.39,3780.0,3777.45,3780.0,1.48188853,13:09:00,2019-01-10
3690326,3778.71,3778.71,3777.34,3778.08,1.00493927,13:10:00,2019-01-10
3690327,3780.0,3780.0,3779.03,3779.07,0.74845851,13:11:00,2019-01-10
3690328,3778.39,3778.39,3776.41,3776.41,5.76543231,13:12:00,2019-01-10
3690329,3777.0,3777.0,3772.77,3776.74,1.93799904,13:13:00,2019-01-10
3690330,3774.51,3774.51,3769.0,3772.63,11.23182677,13:14:00,2019-01-10
3690331,3771.63,3775.93,3771.63,3775.93,4.5594698,13:15:00,2019-01-10
3690332,3773.39,3774.7,3767.12,3769.01,22.74284894,13:16:00,2019-01-10
3690333,3769.24,3778.1,3769.24,3778.1,15.62666645,13:17:00,2019-01-10
3690334,3778.12,3779.34,3774.76,3774.76,4.54694105,13:18:00,2019-01-10
3690335,3774.52,3780.35,3774.16,3778.62,10.30209361,13:19:00,2019-01-10
3690336,3776.97,3781.03,3775.65,3775.65,14.34809946,13:20:00,2019-01-10
3690337,3775.65,3776.89,3773.11,3775.52,3.61326163,13:21:00,2019-01-10
3690338,3775.52,3777.39,3775.52,3777.39,2.11696105,13:22:00,2019-01-10
3690339,3775.36,3777.39,3773.24,3777.39,7.59696007,13:23:00,2019-01-10
3690340,3773.23,3779.84,3773.23,3773.45,2.0817620999999997,13:24:00,2019-01-10
3690341,3774.12,3776.39,3773.16,3773.57,5.76890968,13:25:00,2019-01-10
3690342,3773.09,3776.76,3771.04,3776.76,3.633,13:26:00,2019-01-10
3690343,3776.75,3776.76,3772.17,3772.17,1.00579156,13:27:00,2019-01-10
3690344,3772.17,3774.14,3767.36,3769.78,14.04052912,13:28:00,2019-01-10
3690345,3769.78,3772.88,3769.78,3770.55,1.41293996,13:29:00,2019-01-10
3690346,3768.75,3773.2,3768.35,3770.16,84.03966739,13:30:00,2019-01-10
3690347,3770.16,3772.87,3770.0,3770.54,4.5923053,13:31:00,2019-01-10
3690348,3770.09,3775.0,3770.0,3773.35,106.81285573,13:32:00,2019-01-10
3690349,3770.0,3772.85,3770.0,3772.45,13.72385314,13:33:00,2019-01-10
3690350,3772.89,3775.2,3770.0,3775.2,10.69122546,13:34:00,2019-01-10
3690351,3774.29,3777.77,3774.29,3775.92,3.43795767,13:35:00,2019-01-10
3690352,3773.88,3774.21,3772.56,3772.82,11.82992059,13:36:00,2019-01-10
3690353,3771.68,3774.52,3770.88,3770.88,3.15598214,13:37:00,2019-01-10
3690354,3774.03,3775.61,3770.1,3774.83,5.98909934,13:38:00,2019-01-10
3690355,3774.83,3774.83,3774.83,3774.83,0.47782241,13:39:00,2019-01-10
3690356,3774.59,3779.37,3774.59,3778.92,7.24693368,13:40:00,2019-01-10
3690357,3779.88,3779.89,3775.62,3775.74,4.62503452,13:41:00,2019-01-10
3690358,3775.73,3779.2,3775.73,3776.4,0.88547219,13:42:00,2019-01-10
3690359,3776.4,3777.12,3774.12,3774.12,1.50973306,13:43:00,2019-01-10
3690360,3775.25,3775.25,3772.79,3773.22,0.69777572,13:44:00,2019-01-10
3690361,3773.22,3775.07,3773.0,3773.0,0.04375552,13:45:00,2019-01-10
3690362,3774.74,3776.89,3774.74,3774.94,4.31743259,13:46:00,2019-01-10
3690363,3774.94,3777.63,3774.94,3775.0,74.25164002,13:47:00,2019-01-10
3690364,3775.0,3782.0,3775.0,3782.0,41.81548058,13:48:00,2019-01-10
3690365,3780.0,3782.86,3780.0,3781.28,6.43564693,13:49:00,2019-01-10
3690366,3781.1,3781.1,3776.43,3776.43,2.84436041,13:50:00,2019-01-10
3690367,3777.29,3778.7,3776.59,3777.58,0.54105848,13:51:00,2019-01-10
3690368,3777.2,3777.75,3776.11,3777.75,1.69114841,13:52:00,2019-01-10
3690369,3774.88,3780.4,3774.88,3780.4,4.36114629,13:53:00,2019-01-10
3690370,3775.45,3780.31,3774.86,3778.82,1.2241126,13:54:00,2019-01-10
3690371,3776.92,3781.21,3776.92,3781.21,12.01641261,13:55:00,2019-01-10
3690372,3780.82,3780.82,3777.33,3777.33,0.331495,13:56:00,2019-01-10
3690373,3777.7,3777.7,3773.72,3776.07,14.86298915,13:57:00,2019-01-10
3690374,3775.4,3775.71,3773.72,3774.47,6.66147479,13:58:00,2019-01-10
3690375,3775.9,3776.49,3775.82,3776.0,2.82701429,13:59:00,2019-01-10
3690376,3776.0,3777.94,3774.74,3776.4,5.27066751,14:00:00,2019-01-10
3690377,3776.14,3776.14,3772.79,3774.11,2.36253784,14:01:00,2019-01-10
3690378,3773.11,3774.53,3773.11,3773.72,7.24430939,14:02:00,2019-01-10
3690379,3773.72,3775.24,3773.11,3773.11,1.2740726999999998,14:03:00,2019-01-10
3690380,3774.36,3774.68,3771.85,3772.63,4.59382684,14:04:00,2019-01-10
3690381,3772.71,3774.54,3772.71,3774.54,1.61473457,14:05:00,2019-01-10
3690382,3772.74,3772.74,3771.75,3772.0,2.20107635,14:06:00,2019-01-10
3690383,3771.75,3772.0,3771.75,3772.0,1.22955525,14:07:00,2019-01-10
3690384,3772.0,3772.69,3772.0,3772.69,9.06654889,14:08:00,2019-01-10
3690385,3776.89,3776.89,3773.8,3773.8,0.77273403,14:09:00,2019-01-10
3690386,3776.17,3776.17,3774.66,3774.66,0.13905516,14:10:00,2019-01-10
3690387,3776.47,3779.19,3776.47,3778.49,1.89477167,14:11:00,2019-01-10
3690388,3776.47,3778.67,3775.15,3775.67,7.45348227,14:12:00,2019-01-10
3690389,3775.67,3775.67,3774.21,3774.46,1.4264798,14:13:00,2019-01-10
3690390,3775.45,3776.43,3775.11,3775.11,0.09537526,14:14:00,2019-01-10
3690391,3774.68,3774.7,3773.07,3773.07,6.37819349,14:15:00,2019-01-10
3690392,3773.22,3773.22,3770.0,3773.0,9.16574517,14:16:00,2019-01-10
3690393,3771.6,3772.96,3770.0,3770.59,19.0002336,14:17:00,2019-01-10
3690394,3770.0,3773.79,3770.0,3773.0,20.77791484,14:18:00,2019-01-10
3690395,3773.0,3774.73,3771.88,3772.55,0.91756168,14:19:00,2019-01-10
3690396,3771.88,3772.55,3770.0,3770.61,1.91433196,14:20:00,2019-01-10
3690397,3771.09,3773.35,3770.61,3773.35,4.31857821,14:21:00,2019-01-10
3690398,3772.44,3773.87,3772.44,3773.87,1.97448625,14:22:00,2019-01-10
3690399,3773.8,3773.8,3770.1,3771.79,3.43844985,14:23:00,2019-01-10
3690400,3773.19,3774.12,3773.19,3774.01,0.4340925,14:24:00,2019-01-10
3690401,3772.41,3776.5,3772.41,3775.88,3.5011292000000003,14:25:00,2019-01-10
3690402,3774.23,3775.1,3773.48,3774.32,2.15608806,14:26:00,2019-01-10
3690403,3775.37,3776.56,3772.86,3772.86,2.52843644,14:27:00,2019-01-10
3690404,3773.05,3774.26,3772.04,3772.04,1.54836152,14:28:00,2019-01-10
3690405,3773.24,3775.48,3773.01,3775.46,1.84334177,14:29:00,2019-01-10
3690406,3775.34,3775.91,3775.34,3775.91,0.36056006,14:30:00,2019-01-10
3690407,3772.39,3774.54,3770.5,3770.5,26.77514934,14:31:00,2019-01-10
3690408,3771.06,3775.04,3771.06,3772.39,10.47378931,14:32:00,2019-01-10
3690409,3772.89,3773.96,3772.89,3773.96,1.86292857,14:33:00,2019-01-10
3690410,3774.11,3780.0,3774.11,3774.2,26.70806745,14:34:00,2019-01-10
3690411,3774.2,3774.51,3774.2,3774.51,3.99590463,14:35:00,2019-01-10
3690412,3775.01,3776.34,3774.6,3774.6,14.254085,14:36:00,2019-01-10
3690413,3774.6,3774.6,3774.6,3774.6,7.06041616,14:37:00,2019-01-10
3690414,3776.44,3776.44,3775.0,3775.0,26.29639359,14:38:00,2019-01-10
3690415,3772.69,3772.69,3771.76,3772.52,8.88774401,14:39:00,2019-01-10
3690416,3770.39,3785.0,3770.39,3777.72,210.86272398,14:40:00,2019-01-10
3690417,3775.89,3776.14,3774.9,3776.14,0.91157612,14:41:00,2019-01-10
3690418,3776.14,3779.26,3776.14,3776.14,3.90103387,14:42:00,2019-01-10
3690419,3779.03,3779.03,3779.03,3779.03,0.033,14:43:00,2019-01-10
3690420,3776.14,3776.14,3776.14,3776.14,0.00528317,14:44:00,2019-01-10
3690421,3778.56,3778.56,3776.72,3777.58,0.45925362,14:45:00,2019-01-10
3690423,3780.32,3780.56,3777.88,3780.56,6.18334484,14:47:00,2019-01-10
3690424,3780.56,3782.21,3780.56,3782.21,2.79094977,14:48:00,2019-01-10
3690425,3783.31,3783.74,3782.3,3783.74,0.05157185,14:49:00,2019-01-10
3690426,3783.92,3784.37,3782.7,3784.37,0.03650237,14:50:00,2019-01-10
3690427,3782.94,3784.38,3782.54,3784.38,17.47918552,14:51:00,2019-01-10
3690428,3783.3,3784.99,3782.55,3782.55,3.7899580999999998,14:52:00,2019-01-10
3690429,3782.55,3782.55,3779.73,3781.98,6.24722232,14:53:00,2019-01-10
3690430,3781.03,3781.03,3780.52,3780.52,3.30181979,14:54:00,2019-01-10
3690431,3780.97,3780.97,3778.96,3779.81,12.91324266,14:55:00,2019-01-10
3690432,3780.35,3780.35,3779.8,3780.34,4.66486252,14:56:00,2019-01-10
3690433,3782.38,3782.38,3780.63,3781.49,1.52806033,14:57:00,2019-01-10
3690435,3782.14,3782.14,3782.14,3782.14,0.030025,14:59:00,2019-01-10
3690436,3780.71,3783.12,3780.71,3780.72,7.22743075,15:00:00,2019-01-10
3690437,3783.0,3783.26,3783.0,3783.26,9.38701455,15:01:00,2019-01-10
3690438,3783.27,3783.27,3782.29,3783.0,8.49124423,15:02:00,2019-01-10
3690439,3783.0,3783.27,3783.0,3783.0,1.74537165,15:03:00,2019-01-10
3690440,3783.0,3784.0,3783.0,3784.0,4.1661499,15:04:00,2019-01-10
3690441,3784.0,3785.0,3784.0,3785.0,10.20043731,15:05:00,2019-01-10
3690442,3785.0,3786.96,3785.0,3785.81,3.45514375,15:06:00,2019-01-10
3690443,3785.81,3786.78,3785.1,3786.28,1.85508779,15:07:00,2019-01-10
3690444,3786.37,3786.66,3780.71,3780.71,6.15212429,15:08:00,2019-01-10
3690445,3781.73,3784.0,3781.73,3782.88,3.27169432,15:09:00,2019-01-10
3690446,3782.88,3783.76,3782.25,3783.75,1.65332655,15:10:00,2019-01-10
3690447,3783.75,3783.75,3782.72,3782.72,0.47578402,15:11:00,2019-01-10
3690448,3784.47,3784.88,3782.14,3784.28,6.11213896,15:12:00,2019-01-10
3690449,3784.72,3784.72,3783.48,3783.91,5.11219902,15:13:00,2019-01-10
3690450,3783.97,3785.18,3783.97,3785.18,10.0306182,15:14:00,2019-01-10
3690451,3785.15,3785.25,3781.85,3783.41,6.47800309,15:15:00,2019-01-10
3690452,3781.73,3785.5,3779.77,3784.78,4.55718203,15:16:00,2019-01-10
3690453,3784.5,3785.02,3782.27,3784.99,1.6762748,15:17:00,2019-01-10
3690454,3785.5,3786.96,3784.59,3784.81,4.67891562,15:18:00,2019-01-10
3690455,3786.0,3786.0,3785.71,3786.0,1.22511252,15:19:00,2019-01-10
3690456,3785.22,3786.0,3785.22,3786.0,3.37178352,15:20:00,2019-01-10
3690457,3786.0,3788.38,3786.0,3788.38,1.3699503,15:21:00,2019-01-10
3690458,3787.95,3788.94,3784.1,3784.1,2.88800789,15:22:00,2019-01-10
3690459,3784.1,3787.07,3784.1,3787.07,0.04945488,15:23:00,2019-01-10
3690460,3787.07,3789.0,3784.1,3789.0,8.71766582,15:24:00,2019-01-10
3690461,3785.73,3789.0,3782.74,3784.0,18.58109987,15:25:00,2019-01-10
3690462,3785.02,3788.2,3782.3,3786.58,4.96589597,15:26:00,2019-01-10
3690463,3786.04,3786.04,3784.29,3784.82,1.02439787,15:27:00,2019-01-10
3690464,3785.18,3785.19,3781.97,3785.19,3.82082201,15:28:00,2019-01-10
3690465,3785.9,3789.0,3784.0,3786.73,13.00449553,15:29:00,2019-01-10
3690466,3786.73,3786.83,3785.85,3785.9,8.20300321,15:30:00,2019-01-10
3690467,3785.58,3785.58,3785.05,3785.58,1.95891977,15:31:00,2019-01-10
3690468,3786.0,3786.24,3781.66,3781.66,4.88386888,15:32:00,2019-01-10
3690469,3781.66,3781.66,3780.29,3780.29,0.82783549,15:33:00,2019-01-10
3690470,3780.0,3780.0,3780.0,3780.0,0.34172063,15:34:00,2019-01-10
3690471,3778.5,3779.5,3778.5,3779.5,1.24289762,15:35:00,2019-01-10
3690472,3779.5,3779.5,3776.32,3776.32,16.98439265,15:36:00,2019-01-10
3690473,3777.72,3778.14,3774.16,3774.16,6.01583494,15:37:00,2019-01-10
3690474,3774.42,3778.61,3774.42,3778.38,3.44623583,15:38:00,2019-01-10
3690475,3778.97,3780.19,3778.68,3778.68,1.03695466,15:39:00,2019-01-10
3690476,3778.68,3779.03,3776.56,3778.7,6.69726519,15:40:00,2019-01-10
3690477,3777.9,3778.0,3777.9,3778.0,5.1368141,15:41:00,2019-01-10
3690478,3778.0,3778.67,3778.0,3778.67,1.38692083,15:42:00,2019-01-10
3690479,3779.66,3779.66,3779.66,3779.66,0.06120791,15:43:00,2019-01-10
3690480,3779.66,3779.66,3775.2,3775.45,0.39844558,15:44:00,2019-01-10
3690481,3777.94,3777.94,3772.24,3775.67,6.69437562,15:45:00,2019-01-10
3690482,3777.95,3780.51,3775.55,3775.55,4.287388,15:46:00,2019-01-10
3690483,3775.55,3776.45,3775.55,3775.98,2.43441918,15:47:00,2019-01-10
3690484,3777.14,3780.54,3770.0,3777.48,112.26584843,15:48:00,2019-01-10
3690485,3776.74,3778.02,3776.62,3776.62,0.8220403000000001,15:49:00,2019-01-10
3690486,3775.73,3777.2,3775.73,3776.46,1.02708434,15:50:00,2019-01-10
3690487,3775.53,3779.26,3775.42,3779.26,4.77753187,15:51:00,2019-01-10
3690488,3779.21,3779.91,3777.34,3779.91,0.62788241,15:52:00,2019-01-10
3690489,3778.31,3779.0,3778.31,3778.97,0.35686152,15:53:00,2019-01-10
3690490,3779.0,3779.0,3777.85,3777.85,0.89108205,15:54:00,2019-01-10
3690491,3778.99,3778.99,3772.71,3776.03,10.07733078,15:55:00,2019-01-10
3690492,3777.68,3781.37,3776.03,3779.86,2.59020342,15:56:00,2019-01-10
3690493,3780.84,3781.76,3780.06,3781.76,0.28156865,15:57:00,2019-01-10
3690494,3776.01,3781.9,3776.01,3781.9,0.17789314,15:58:00,2019-01-10
3690495,3780.14,3782.4,3776.1,3782.4,2.08486025,15:59:00,2019-01-10
3690496,3780.65,3780.65,3777.53,3778.6,0.28244893,16:00:00,2019-01-10
3690497,3778.56,3778.56,3776.0,3776.0,2.96516569,16:01:00,2019-01-10
3690498,3776.0,3776.0,3774.0,3774.0,7.79544443,16:02:00,2019-01-10
3690499,3774.29,3776.58,3774.29,3776.21,2.98165294,16:03:00,2019-01-10
3690500,3775.3,3777.39,3775.3,3776.48,4.25136456,16:04:00,2019-01-10
3690501,3775.66,3778.99,3773.16,3776.33,56.16341906,16:05:00,2019-01-10
3690502,3775.95,3775.95,3772.4,3772.4,16.75094136,16:06:00,2019-01-10
3690503,3772.4,3773.11,3770.0,3772.91,33.30565,16:07:00,2019-01-10
3690504,3770.12,3771.89,3740.78,3740.78,99.99991701,16:08:00,2019-01-10
3690505,3747.74,3748.52,3635.93,3635.93,465.50419412,16:09:00,2019-01-10
3690506,3635.93,3717.84,3633.9,3680.01,176.55461585,16:10:00,2019-01-10
3690507,3680.01,3680.01,3620.0,3623.01,62.59345733,16:11:00,2019-01-10
3690508,3623.01,3623.01,3591.24,3600.0,123.09635115,16:12:00,2019-01-10
3690509,3600.0,3600.0,3529.68,3529.68,438.74872778,16:13:00,2019-01-10
3690510,3529.0,3600.0,3503.44,3581.42,355.88010606,16:14:00,2019-01-10
3690511,3582.06,3589.38,3558.39,3589.38,117.19625443,16:15:00,2019-01-10
3690512,3585.48,3619.08,3583.69,3612.59,126.12924456,16:16:00,2019-01-10
3690513,3612.99,3615.8,3602.24,3604.89,62.69090762,16:17:00,2019-01-10
3690514,3606.1,3607.23,3604.02,3605.0,54.05293218,16:18:00,2019-01-10
3690515,3605.0,3608.5,3602.74,3603.93,26.99843312,16:19:00,2019-01-10
3690516,3601.05,3603.91,3592.17,3603.91,17.89146126,16:20:00,2019-01-10
3690517,3605.91,3605.91,3590.0,3604.52,124.43238787,16:21:00,2019-01-10
3690518,3600.01,3606.3,3595.18,3596.05,52.34585548,16:22:00,2019-01-10
3690519,3596.11,3596.11,3583.2,3588.76,34.67982163,16:23:00,2019-01-10
3690520,3587.01,3599.27,3587.01,3598.78,20.930460399999998,16:24:00,2019-01-10
3690521,3595.27,3599.27,3592.22,3599.27,26.63703335,16:25:00,2019-01-10
3690522,3600.43,3600.43,3593.13,3597.38,18.86650303,16:26:00,2019-01-10
3690523,3596.97,3596.97,3593.21,3596.97,18.48327435,16:27:00,2019-01-10
3690524,3597.0,3600.0,3590.68,3593.72,21.07499253,16:28:00,2019-01-10
3690525,3592.67,3593.71,3592.36,3593.24,7.21810913,16:29:00,2019-01-10
3690526,3593.14,3593.14,3574.52,3576.52,49.54324785,16:30:00,2019-01-10
3690527,3579.09,3592.4,3579.09,3591.26,38.69103781,16:31:00,2019-01-10
3690528,3593.1,3598.66,3590.84,3593.45,15.49145283,16:32:00,2019-01-10
3690529,3595.94,3615.2,3595.94,3612.62,68.48576973,16:33:00,2019-01-10
3690530,3612.62,3614.48,3595.72,3601.38,107.49040082,16:34:00,2019-01-10
3690531,3601.38,3618.23,3601.38,3617.71,30.11594489,16:35:00,2019-01-10
3690532,3619.0,3629.96,3619.0,3627.57,29.99434735,16:36:00,2019-01-10
3690533,3627.57,3627.57,3620.14,3620.95,48.68615047,16:37:00,2019-01-10
3690534,3620.75,3623.76,3614.72,3615.26,27.70129721,16:38:00,2019-01-10
3690535,3615.26,3620.79,3614.0,3620.54,18.16352081,16:39:00,2019-01-10
3690536,3620.54,3620.54,3615.31,3615.31,23.03693195,16:40:00,2019-01-10
3690537,3615.31,3619.4,3612.6,3619.4,8.08678623,16:41:00,2019-01-10
3690538,3618.57,3618.57,3613.05,3615.54,19.34423852,16:42:00,2019-01-10
3690539,3613.47,3617.1,3611.96,3616.79,14.68754724,16:43:00,2019-01-10
3690540,3617.95,3620.74,3614.83,3614.83,3.70055973,16:44:00,2019-01-10
3690541,3617.82,3617.82,3615.64,3616.36,5.45551262,16:45:00,2019-01-10
3690542,3613.76,3614.58,3607.65,3611.18,31.47514164,16:46:00,2019-01-10
3690543,3611.18,3614.58,3609.84,3610.0,1.77195945,16:47:00,2019-01-10
3690544,3610.0,3610.0,3608.72,3610.0,11.76910024,16:48:00,2019-01-10
3690545,3610.0,3610.0,3608.18,3610.0,17.30643488,16:49:00,2019-01-10
3690546,3612.42,3613.95,3612.42,3613.13,0.14938401,16:50:00,2019-01-10
3690547,3614.37,3615.87,3611.23,3613.39,10.2267853,16:51:00,2019-01-10
3690548,3618.42,3621.34,3617.72,3619.62,11.98818341,16:52:00,2019-01-10
3690549,3615.47,3620.0,3615.08,3620.0,9.03097723,16:53:00,2019-01-10
3690550,3617.74,3620.52,3616.43,3617.88,2.21958596,16:54:00,2019-01-10
3690551,3615.03,3617.98,3615.0,3615.0,7.9700095,16:55:00,2019-01-10
3690552,3615.0,3622.97,3615.0,3618.4,47.375718799999994,16:56:00,2019-01-10
3690553,3617.36,3621.41,3613.83,3619.97,12.49317449,16:57:00,2019-01-10
3690554,3620.5,3621.31,3618.68,3621.31,2.12240302,16:58:00,2019-01-10
3690555,3618.61,3622.95,3616.59,3622.94,25.27217393,16:59:00,2019-01-10
3690556,3621.59,3623.02,3616.77,3621.68,17.27433965,17:00:00,2019-01-10
3690557,3620.85,3620.85,3618.06,3618.73,9.44051614,17:01:00,2019-01-10
3690558,3618.73,3619.75,3612.0,3612.95,10.72273661,17:02:00,2019-01-10
3690559,3613.95,3618.05,3612.0,3616.39,29.94417604,17:03:00,2019-01-10
3690560,3615.49,3616.73,3613.34,3615.43,7.46560741,17:04:00,2019-01-10
3690561,3613.57,3615.79,3612.49,3614.85,6.33463067,17:05:00,2019-01-10
3690562,3615.33,3617.08,3614.68,3616.45,3.91043846,17:06:00,2019-01-10
3690563,3617.71,3619.79,3615.71,3619.68,4.86618941,17:07:00,2019-01-10
3690564,3615.67,3617.56,3615.44,3615.44,1.09837941,17:08:00,2019-01-10
3690565,3615.0,3616.55,3611.0,3611.0,17.72482421,17:09:00,2019-01-10
3690566,3612.29,3612.29,3602.49,3603.26,43.94575788,17:10:00,2019-01-10
3690567,3604.69,3604.95,3596.51,3602.38,109.27911709999998,17:11:00,2019-01-10
3690568,3602.38,3608.12,3602.38,3605.41,68.51357681,17:12:00,2019-01-10
3690569,3607.65,3607.65,3606.59,3606.66,1.45779053,17:13:00,2019-01-10
3690570,3606.11,3611.11,3606.0,3611.11,3.61391777,17:14:00,2019-01-10
3690571,3604.75,3608.88,3604.75,3608.49,4.68628144,17:15:00,2019-01-10
3690572,3608.35,3608.35,3607.59,3608.35,2.42091383,17:16:00,2019-01-10
3690573,3608.35,3616.46,3608.35,3616.46,3.05955888,17:17:00,2019-01-10
3690574,3617.97,3617.97,3610.67,3611.98,9.84379324,17:18:00,2019-01-10
3690575,3611.98,3614.58,3610.67,3614.02,0.66569983,17:19:00,2019-01-10
3690576,3614.98,3617.97,3614.98,3617.97,3.79072394,17:20:00,2019-01-10
3690577,3615.84,3617.98,3613.61,3615.46,4.74146679,17:21:00,2019-01-10
3690578,3612.55,3616.16,3610.0,3610.0,5.45642031,17:22:00,2019-01-10
3690579,3611.7,3611.7,3610.03,3610.03,3.0438,17:23:00,2019-01-10
3690580,3611.28,3613.97,3610.1,3610.1,0.06692206,17:24:00,2019-01-10
3690581,3610.1,3617.35,3610.1,3612.82,1.2444104,17:25:00,2019-01-10
3690582,3618.0,3618.0,3613.16,3617.5,2.14957436,17:26:00,2019-01-10
3690583,3617.94,3617.95,3614.0,3616.97,0.88302346,17:27:00,2019-01-10
3690584,3616.97,3617.97,3614.0,3617.97,2.91947815,17:28:00,2019-01-10
3690585,3617.97,3620.0,3617.97,3620.0,0.266435,17:29:00,2019-01-10
3690586,3619.96,3620.92,3617.16,3620.29,23.95005995,17:30:00,2019-01-10
3690587,3620.6,3621.13,3619.33,3620.58,28.75566146,17:31:00,2019-01-10
3690588,3617.59,3622.54,3617.59,3621.79,11.96305214,17:32:00,2019-01-10
3690589,3622.43,3623.82,3621.39,3622.19,7.28714162,17:33:00,2019-01-10
3690590,3622.19,3623.82,3614.82,3615.34,20.95485912,17:34:00,2019-01-10
3690591,3615.34,3615.34,3610.0,3611.33,9.81489014,17:35:00,2019-01-10
3690592,3611.33,3615.15,3611.33,3612.83,10.11887667,17:36:00,2019-01-10
3690593,3612.66,3613.39,3610.0,3610.0,4.4699444,17:37:00,2019-01-10
3690594,3611.67,3611.97,3610.0,3610.0,12.67259202,17:38:00,2019-01-10
