,Date,Open*,High,Low,Close**,Volume,Market Cap
0,"Mar 19, 2019",0.6325850000000001,0.6450239999999999,0.62307,0.628159,989045,68511152
1,"Mar 18, 2019",0.638261,0.6423409999999999,0.618654,0.6301260000000001,751615,68712128
2,"Mar 17, 2019",0.6490239999999999,0.654748,0.633175,0.638265,640867,69585881
3,"Mar 16, 2019",0.6703210000000001,0.678296,0.646238,0.648378,1273268,70674335
4,"Mar 15, 2019",0.671205,0.676351,0.646192,0.666479,1245140,72633059
5,"Mar 14, 2019",0.63767,0.701479,0.63342,0.6686989999999999,7088415,72860552
6,"Mar 13, 2019",0.613657,0.703227,0.613657,0.646686,8225038,70448057
7,"Mar 12, 2019",0.628541,0.648113,0.581086,0.6113270000000001,3045406,66583039
8,"Mar 11, 2019",0.6063029999999999,0.6966140000000001,0.552621,0.6288130000000001,10995530,68473989
9,"Mar 10, 2019",0.573005,0.619556,0.5673779999999999,0.6068020000000001,2353067,66064036
10,"Mar 09, 2019",0.548561,0.582188,0.546442,0.571345,1099058,62191501
11,"Mar 08, 2019",0.563327,0.565455,0.543784,0.54815,1064671,59654778
12,"Mar 07, 2019",0.554557,0.572749,0.539177,0.562408,1653977,61194344
13,"Mar 06, 2019",0.567236,0.567526,0.5430229999999999,0.553922,620569,60259053
14,"Mar 05, 2019",0.530666,0.568708,0.530139,0.567281,599827,61700298
15,"Mar 04, 2019",0.560146,0.56515,0.522324,0.528914,671588,57517347
16,"Mar 03, 2019",0.573865,0.582583,0.559984,0.561715,515111,61072180
17,"Mar 02, 2019",0.5726,0.578113,0.556286,0.574433,723010,62442545
18,"Mar 01, 2019",0.580537,0.581751,0.5655680000000001,0.573133,886842,62288846
19,"Feb 28, 2019",0.576167,0.592921,0.547854,0.578954,3232309,62908915
20,"Feb 27, 2019",0.576267,0.633139,0.5601,0.575818,4296342,62555794
21,"Feb 26, 2019",0.5615140000000001,0.587316,0.540838,0.567318,1805426,61620122
22,"Feb 25, 2019",0.561674,0.566455,0.5419470000000001,0.563607,2024489,61204858
23,"Feb 24, 2019",0.6406270000000001,0.684936,0.552517,0.563294,2978046,61158659
24,"Feb 23, 2019",0.637736,0.642547,0.6192770000000001,0.639981,1197261,69470999
25,"Feb 22, 2019",0.614835,0.643095,0.604001,0.638787,1217709,69327658
26,"Feb 21, 2019",0.642915,0.645208,0.599142,0.616218,1867600,66864909
27,"Feb 20, 2019",0.641505,0.680584,0.610186,0.6432399999999999,4606393,69783116
28,"Feb 19, 2019",0.66273,0.66273,0.5918869999999999,0.640674,5693034,69490969
29,"Feb 18, 2019",0.6047359999999999,0.7428319999999999,0.545716,0.6626340000000001,33163309,71858550
30,"Feb 17, 2019",0.46865,0.8697280000000001,0.468588,0.605567,47544338,65656946
31,"Feb 16, 2019",0.48350299999999996,0.485309,0.45878199999999997,0.468529,1249751,50788850
32,"Feb 15, 2019",0.497055,0.506132,0.474063,0.47885600000000006,1224480,51897983
33,"Feb 14, 2019",0.515389,0.515389,0.48692799999999997,0.495938,1277421,53738560
34,"Feb 13, 2019",0.489882,0.569391,0.48327,0.513699,5976584,55652301
35,"Feb 12, 2019",0.515115,0.515115,0.47535299999999997,0.488213,1763786,52880754
