,Date,Open*,High,Low,Close**,Volume,Market Cap
0,"Mar 19, 2019",0.480655,0.485468,0.474479,0.48539099999999996,2894766,169886753
1,"Mar 18, 2019",0.48423,0.486447,0.47195200000000004,0.48071400000000003,3415764,168249917
2,"Mar 17, 2019",0.485642,0.488046,0.47732299999999994,0.48368500000000003,7196927,169289685
3,"Mar 16, 2019",0.490123,0.495906,0.477491,0.485599,7199555,169959638
4,"Mar 15, 2019",0.49059300000000006,0.497047,0.487662,0.490087,3912307,171530373
5,"Mar 14, 2019",0.484472,0.498457,0.48021499999999995,0.491097,10961574,171884118
6,"Mar 13, 2019",0.48849799999999993,0.489492,0.473605,0.48451000000000005,6203981,169578470
7,"Mar 12, 2019",0.46898900000000004,0.506671,0.46112299999999995,0.48855200000000004,9177232,170993152
8,"Mar 11, 2019",0.5023029999999999,0.514857,0.462762,0.46748999999999996,11191637,163621430
9,"Mar 10, 2019",0.477753,0.546149,0.47168000000000004,0.501768,14548536,175618843
10,"Mar 09, 2019",0.465638,0.48347799999999996,0.45761199999999996,0.47745600000000005,7457248,167109642
11,"Mar 08, 2019",0.456038,0.513961,0.456038,0.46620200000000006,14303158,163170755
12,"Mar 07, 2019",0.43301300000000004,0.47753999999999996,0.43024300000000004,0.45583199999999996,7330127,159541169
13,"Mar 06, 2019",0.432834,0.440171,0.424048,0.431821,4082793,151137385
14,"Mar 05, 2019",0.407985,0.432997,0.406767,0.432997,6561919,151549045
15,"Mar 04, 2019",0.42279700000000003,0.42747399999999997,0.400721,0.40781100000000003,3710145,142733863
16,"Mar 03, 2019",0.426864,0.432958,0.42249200000000003,0.42416899999999996,1849996,148459049
17,"Mar 02, 2019",0.431073,0.438003,0.423016,0.427787,2339649,149725369
18,"Mar 01, 2019",0.42721000000000003,0.442263,0.42361899999999997,0.43178500000000003,3667815,151124739
19,"Feb 28, 2019",0.431167,0.44522799999999996,0.422652,0.427421,3941979,149597202
20,"Feb 27, 2019",0.438511,0.447849,0.42263199999999995,0.431479,3696949,151017630
21,"Feb 26, 2019",0.472764,0.475703,0.43592,0.437432,6553450,153101366
22,"Feb 25, 2019",0.408956,0.470638,0.407175,0.470638,7817871,164723462
23,"Feb 24, 2019",0.463182,0.46486400000000005,0.40481,0.41063999999999995,6649844,143724138
